,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk
3321,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Vaoodar,1365.0,2.0,2.0,73.0,2.0
3322,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,1000.0,2.0,3.0,25.0,2.0
3323,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Pu270a ,1392.0,2.0,1.0,98.0,2.0
3325,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1586.0,3.0,3.0,93.94,3.0
3327,Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1065.0,2.0,1.0,30.75,2.0
3329,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575.0,2.0,2.0,120.0,3.0
3332,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745.0,3.0,2.0,110.0,3.0
3333,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,SVdhaig,1223.0,2.0,1.0,60.0,2.0
3336,Super built-up  Area,19-Dec,Binny Pete,1 BHK,She 2rk,665.0,1.0,1.0,46.08,1.0
3337,Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1351.0,2.0,2.0,70.0,2.0
3338,Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355.0,3.0,1.0,83.87,3.0
3344,Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1370.0,2.0,2.0,75.0,3.0
3348,Built-up  Area,Ready To Move,Hoodi,2 BHK,Adion M,1247.0,2.0,0.0,53.0,2.0
3350,Super built-up  Area,18-Jul,Balagere,2 BHK,Soresea,1020.07,2.0,1.0,68.38,2.0
3358,Super built-up  Area,18-Jul,Hosa Road,3 BHK,Sosisic,1665.0,2.0,3.0,125.0,3.0
3359,Super built-up  Area,18-Dec,Kanakapura,2 BHK,GoityEt,1295.0,2.0,2.0,64.0,2.0
3360,Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1230.0,2.0,1.0,78.0,2.0
3362,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,1000.0,2.0,1.0,60.0,2.0
3366,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1697.0,3.0,2.0,115.0,3.0
3367,Super built-up  Area,Ready To Move,Whitefield,4 BHK,T ZedZe,3537.0,5.0,3.0,210.0,4.0
3368,Super built-up  Area,19-Mar,Hosa Road,1 BHK,Skume R,615.0,1.0,1.0,28.29,1.0
3369,Built-up  Area,Ready To Move,Banashankari,3 BHK,Naashi ,1350.0,2.0,0.0,83.0,3.0
3371,Super built-up  Area,19-Dec,Jalahalli,2 BHK,DSata S,1083.0,2.0,1.0,32.49,2.0
3372,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Srtusi ,1460.0,2.0,2.0,65.0,3.0
3374,Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,1035.0,2.0,1.0,41.43,2.0
3376,Super built-up  Area,Ready To Move,Hosur Road,1 BHK,SLiewce,460.0,1.0,1.0,21.0,1.0
3378,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Iseenst,1285.0,2.0,2.0,55.9,2.0
3380,Plot  Area,Ready To Move,Sarjapur,3 Bedroom,Inensba,1200.0,3.0,2.0,78.0,3.0
3382,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801.0,3.0,2.0,140.0,3.0
3383,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1697.0,3.0,2.0,115.0,3.0
3384,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,CMoryma,1199.0,2.0,2.0,65.0,2.0
3385,Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Emine P,2300.0,3.0,1.0,220.0,3.0
3387,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3800.0,4.0,3.0,205.0,4.0
3391,Built-up  Area,Ready To Move,Subramanyapura,2 BHK,Srnumum,1050.0,2.0,3.0,41.0,2.0
3392,Built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Jaiewke,956.0,2.0,1.0,49.0,2.0
3393,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,1000.0,2.0,2.0,30.0,2.0
3396,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1296.0,2.0,3.0,89.06,2.0
3399,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coomee ,1219.0,2.0,1.0,61.25,2.0
3403,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2559.0,3.0,2.0,141.0,3.0
3405,Super built-up  Area,18-Feb,Bannerghatta Road,3 BHK,DSnjh S,1427.0,2.0,2.0,48.51,3.0
3407,Built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVovelm,920.0,2.0,3.0,65.0,2.0
3411,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1530.0,2.0,2.0,90.0,3.0
3414,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3895.0,4.0,3.0,220.0,4.0
3415,Super built-up  Area,20-Jun,Jakkur,3 BHK,SoineC ,1950.0,3.0,2.0,131.0,3.0
3420,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339.0,2.0,2.0,62.0,2.0
3421,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1130.0,2.0,1.0,36.0,2.0
3423,Built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1430.0,3.0,2.0,72.0,3.0
3424,Carpet  Area,18-Dec,Bhoganhalli,4 BHK,Rosha I,1451.5,4.0,1.0,121.0,4.0
3430,Super built-up  Area,Ready To Move,Bellandur,4 BHK,Sonyxa ,3016.0,4.0,3.0,230.0,4.0
3432,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1215.0,2.0,2.0,39.0,2.0
3434,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,Puarent,1336.0,2.0,2.0,100.0,2.0
3435,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,673.0,1.0,1.0,36.85,1.0
3444,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,JRrnauv,1470.0,2.0,2.0,61.74,2.0
3446,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Vaoodar,1785.0,3.0,2.0,94.0,3.0
3453,Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,650.0,1.0,1.0,20.0,1.0
3455,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220.0,2.0,1.0,43.92,2.0
3460,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,4000.0,5.0,2.0,600.0,4.0
3463,Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Salisal,1719.0,3.0,2.0,116.0,3.0
3464,Super built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664.0,1.0,1.0,35.0,1.0
3465,Super built-up  Area,18-Dec,Sonnenahalli,2 BHK,Skacak ,1011.0,2.0,1.0,50.53,2.0
3470,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Skstark,1520.0,2.0,2.0,150.0,3.0
3471,Carpet  Area,Ready To Move,Uttarahalli,3 BHK,Vancya ,1350.0,2.0,2.0,53.0,3.0
3473,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,Shvarji,875.0,2.0,1.0,33.0,2.0
3474,Super built-up  Area,Ready To Move,Hennur,2 BHK,Adity T,1231.0,2.0,2.0,48.0,2.0
3475,Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,Abeesmi,1174.0,2.0,3.0,74.0,2.0
3476,Built-up  Area,Ready To Move,Munnekollal,3 BHK,DaniaNe,1560.0,3.0,3.0,75.0,3.0
3484,Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2408.0,4.0,2.0,260.0,3.0
3485,Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080.0,2.0,1.0,44.0,2.0
3488,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500.0,2.0,3.0,55.0,3.0
3492,Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1030.0,2.0,1.0,34.5,2.0
3493,Super built-up  Area,18-Jul,Hebbal,2 BHK,Mahosya,1440.0,2.0,1.0,115.0,2.0
3494,Built-up  Area,Ready To Move,Hoodi,2 BHK,SMaxyay,1500.0,2.0,1.0,84.0,2.0
3498,Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,2240.0,5.0,2.0,155.0,3.0
3499,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1584.01,3.0,1.0,103.0,3.0
3503,Super built-up  Area,18-Nov,Sarjapur  Road,1 BHK,AsastDe,685.0,1.0,1.0,40.0,1.0
3507,Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Aaubyya,1125.0,2.0,1.0,52.0,2.0
3509,Plot  Area,18-Aug,Jigani,3 Bedroom,Prllasw,2400.0,3.0,2.0,149.0,3.0
3510,Super built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1400.0,2.0,2.0,41.58,3.0
3512,Super built-up  Area,Ready To Move,Jakkur,3 BHK,Ceezey ,1858.0,3.0,1.0,98.3,3.0
3514,Built-up  Area,Ready To Move,Ambedkar Nagar,4 BHK,SoechHa,3530.0,4.0,2.0,290.0,4.0
3519,Built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Brlms P,1335.0,3.0,2.0,89.0,3.0
3522,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1397.0,3.0,2.0,110.0,3.0
3525,Plot  Area,Ready To Move,Yelahanka New Town,2 Bedroom,KHatsFl,1200.0,2.0,1.0,130.0,2.0
3529,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140.0,2.0,2.0,38.55,2.0
3530,Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,30.0,1.0
3533,Super built-up  Area,18-Jul,Balagere,2 BHK,Soresea,1205.47,2.0,1.0,81.0,2.0
3535,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Naireru,1700.0,3.0,2.0,75.0,3.0
3537,Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1090.0,2.0,1.0,54.54,2.0
3540,Super built-up  Area,19-Mar,Thanisandra,1 BHK,Bhe 2ko,923.0,1.0,1.0,60.84,1.0
3542,Super built-up  Area,Ready To Move,Green Glen Layout,2 BHK,GaentAp,1050.0,2.0,2.0,48.0,2.0
3543,Super built-up  Area,Ready To Move,Whitefield,2 BHK,UKe 2nz,1495.0,2.0,2.0,79.5,2.0
3547,Super built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1400.0,2.0,1.0,48.0,3.0
3549,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ascid P,944.0,2.0,1.0,35.0,2.0
3551,Super built-up  Area,19-Mar,Whitefield,2 BHK,Prtates,1216.0,2.0,1.0,66.48,2.0
3553,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Moity S,1743.0,3.0,2.0,93.25,3.0
3554,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad ,1274.0,2.0,2.0,48.42,2.0
3556,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,SaodySa,1512.0,2.0,2.0,110.0,3.0
3559,Built-up  Area,Ready To Move,Doddathoguru,3 BHK,SryleHo,1875.0,3.0,1.0,55.0,3.0
3565,Super built-up  Area,Ready To Move,Anandapura,2 BHK,ViensRK,1151.0,2.0,1.0,43.1,2.0
3566,Plot  Area,Ready To Move,Bommenahalli,3 Bedroom,Prana S,832.0,3.0,1.0,77.0,3.0
3567,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,915.0,2.0,1.0,38.0,2.0
3569,Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1115.0,2.0,1.0,65.12,2.0
3570,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072.0,4.0,2.0,139.0,3.0
3571,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,MCngeha,1200.0,2.0,2.0,53.0,2.0
3573,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Amivace,1457.0,2.0,2.0,85.0,2.0
3574,Super built-up  Area,Ready To Move,Kannamangala,2 BHK,Marnaer,1262.0,2.0,2.0,55.0,2.0
3577,Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,420.0,1.0,1.0,17.0,1.0
3582,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SruntFa,1127.0,2.0,1.0,68.0,2.0
3583,Super built-up  Area,18-Feb,Kundalahalli,3 BHK,Dieldli,1397.0,3.0,2.0,104.0,3.0
3587,Super built-up  Area,18-May,Jakkur,2 BHK,BrdgeNo,1230.0,2.0,1.0,76.0,2.0
3589,Super built-up  Area,19-Dec,Sarjapur  Road,2 BHK,Daivon ,858.0,2.0,1.0,31.57,2.0
3590,Super built-up  Area,21-Mar,Talaghattapura,3 BHK,Sodgere,1868.0,3.0,1.0,121.0,3.0
3591,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1689.28,3.0,2.0,91.2,3.0
3597,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ihnueut,1310.0,2.0,1.0,85.0,3.0
3600,Super built-up  Area,18-May,Kundalahalli,3 BHK,Dieldli,1397.0,3.0,3.0,108.0,3.0
3601,Super built-up  Area,18-Jul,Sarjapur,2 BHK,Vehes L,1157.0,2.0,1.0,40.0,2.0
3603,Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,DSgam S,1157.0,2.0,1.0,42.0,2.0
3604,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,BModsen,1241.0,2.0,1.0,82.0,2.0
3605,Super built-up  Area,19-Dec,Binny Pete,1 BHK,She 2rk,660.0,1.0,1.0,62.0,1.0
3606,Built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,4000.0,4.0,3.0,220.0,4.0
3607,Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340.0,4.0,1.0,148.0,4.0
3612,Super built-up  Area,Ready To Move,Brookefield,2 BHK,CidgeKn,1139.0,2.0,2.0,80.0,2.0
3613,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122.0,5.0,2.0,225.0,4.0
3615,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1168.0,2.0,2.0,64.08,2.0
3617,Built-up  Area,18-Jul,Electronics City Phase 1,2 BHK,Shitt S,1340.0,2.0,2.0,75.0,2.0
3625,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850.0,3.0,2.0,150.0,3.0
3631,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410.0,2.0,3.0,52.17,3.0
3633,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1290.0,2.0,1.0,94.5,3.0
3634,Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1318.0,2.0,1.0,85.28,3.0
3635,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1128.0,2.0,1.0,68.0,2.0
3637,Super built-up  Area,21-Mar,Kanakpura Road,2 BHK,GolusLi,1051.0,2.0,2.0,56.74,2.0
3639,Plot  Area,Ready To Move,Kannamangala,4 Bedroom,MIalerd,2400.0,4.0,1.0,130.0,4.0
3640,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1327.0,2.0,3.0,85.0,2.0
3641,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,2912.0,6.0,2.0,210.0,4.0
3648,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1000.0,2.0,1.0,28.88,2.0
3649,Super built-up  Area,19-Nov,Sarjapur  Road,2 BHK,AsastDe,984.0,2.0,1.0,45.91,2.0
3650,Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1819.18,3.0,1.0,160.0,3.0
3652,Super built-up  Area,18-Apr,Hebbal,3 BHK,Magiaya,1355.0,3.0,1.0,83.87,3.0
3654,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475.0,4.0,3.0,300.0,3.0
3658,Super built-up  Area,18-Mar,Hosakerehalli,2 BHK,SoageHe,1304.0,2.0,3.0,100.0,2.0
3659,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1615.0,3.0,2.0,58.0,3.0
3660,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Contsci,1400.0,2.0,2.0,68.0,2.0
3661,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Villeka,1070.0,2.0,2.0,47.5,2.0
3662,Super built-up  Area,17-Nov,Hebbal,3 BHK,Emceske,3500.0,3.0,3.0,395.0,3.0
3663,Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1132.0,2.0,1.0,89.37,2.0
3667,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Lancyey,1090.0,2.0,2.0,43.59,2.0
3668,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Pridei ,1500.0,3.0,2.0,70.0,3.0
3669,Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,Prhtsok,2059.0,3.0,2.0,225.0,3.0
3670,Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,30.0,1.0
3671,Super built-up  Area,18-May,Bhoganhalli,2 BHK,Rosha I,1447.0,2.0,1.0,75.97,2.0
3672,Super built-up  Area,20-Dec,Whitefield,2 BHK,VaarkMe,1269.0,2.0,1.0,75.0,2.0
3674,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Shiew T,1070.0,2.0,2.0,37.45,2.0
3677,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Cimeshw,1185.0,2.0,1.0,45.5,2.0
3680,Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,1015.0,2.0,2.0,25.88,2.0
3687,Super built-up  Area,19-Dec,Binny Pete,2 BHK,She 2rk,1365.0,2.0,1.0,122.0,2.0
3688,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Hincy R,984.0,2.0,1.0,51.0,2.0
3691,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300.0,2.0,2.0,79.0,2.0
3697,Plot  Area,18-Mar,Yelahanka,4 Bedroom,Nileyap,4025.0,5.0,3.0,800.0,4.0
3700,Super built-up  Area,20-Dec,Uttarahalli,2 BHK,PrdgeLa,1137.0,2.0,1.0,63.0,2.0
3701,Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1360.0,2.0,1.0,70.5,3.0
3709,Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,SNbay G,1790.0,3.0,3.0,100.0,3.0
3712,Built-up  Area,Ready To Move,Somasundara Palya,2 BHK,Ahhtser,1033.0,2.0,2.0,48.0,2.0
3714,Super built-up  Area,19-Dec,Binny Pete,4 BHK,She 2rk,2940.0,6.0,2.0,280.0,4.0
3717,Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883.0,2.0,1.0,39.0,2.0
3719,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1730.0,3.0,3.0,139.0,3.0
3721,Super built-up  Area,Ready To Move,Whitefield,3 BHK,BainePr,1545.0,3.0,2.0,79.0,3.0
3726,Plot  Area,Ready To Move,Marsur,3 Bedroom,AreraRe,1200.0,3.0,1.0,120.0,3.0
3729,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1682.0,3.0,1.0,120.0,3.0
3730,Built-up  Area,Ready To Move,Yelahanka,3 BHK,Rarthne,1371.0,2.0,2.0,65.0,3.0
3733,Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1730.0,3.0,1.0,120.0,3.0
3735,Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,SJlynro,1500.0,3.0,3.0,102.0,3.0
3741,Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,350.0,1.0,1.0,13.5,1.0
3742,Super built-up  Area,Ready To Move,Varthur,3 BHK,MKllei ,1665.0,3.0,1.0,53.0,3.0
3746,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NDionas,1444.0,2.0,1.0,80.0,3.0
3748,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1521.0,3.0,1.0,94.71,3.0
3751,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2760.0,5.0,2.0,157.0,3.0
3752,Built-up  Area,Ready To Move,Marathahalli,2 BHK,PueraRi,1325.0,1.0,1.0,92.0,2.0
3756,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,SrnesSr,650.0,1.0,1.0,23.0,1.0
3759,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,MJtroty,769.0,2.0,1.0,40.0,2.0
3760,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Prarkun,1571.0,3.0,2.0,105.0,3.0
3761,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1445.0,3.0,1.0,86.56,3.0
3762,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Saageat,1590.0,2.0,2.0,135.0,3.0
3763,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Niway G,902.0,2.0,2.0,49.0,2.0
3766,Built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1712.0,3.0,3.0,82.0,3.0
3770,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Roima A,1920.0,3.0,2.0,150.0,3.0
3773,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Daives ,1089.0,2.0,2.0,45.0,2.0
3774,Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1106.0,2.0,1.0,43.09,2.0
3776,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339.0,2.0,2.0,58.0,2.0
3777,Built-up  Area,21-Dec,Thanisandra,1 BHK,Bhe 2ko,923.0,1.0,1.0,45.69,1.0
3779,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1175.0,2.0,2.0,75.0,2.0
3780,Built-up  Area,Ready To Move,Thubarahalli,2 BHK,Soowsa ,975.0,2.0,1.0,55.0,2.0
3781,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2400.0,4.0,1.0,180.0,3.0
3782,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Prldsri,1330.0,3.0,2.0,72.0,3.0
3783,Super built-up  Area,20-Dec,Thanisandra,2 BHK,Bhe 2ko,1183.0,2.0,1.0,59.74,2.0
3786,Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255.0,2.0,1.0,77.68,3.0
3789,Super built-up  Area,18-Dec,Ramamurthy Nagar,2 BHK,Vaharvi,1170.0,2.0,2.0,46.8,2.0
3791,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530.0,3.0,3.0,51.77,3.0
3792,Built-up  Area,17-Dec,Hebbal,2 BHK,Mahosya,1420.0,2.0,2.0,107.0,2.0
3795,Super built-up  Area,19-Jan,Kanakpura Road,3 BHK,PrityFa,1591.0,3.0,1.0,115.0,3.0
3796,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680.0,3.0,2.0,120.0,3.0
3798,Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1055.0,2.0,1.0,57.63,2.0
3799,Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Sonet G,1918.0,3.0,2.0,129.0,3.0
3800,Super built-up  Area,18-Jan,Sarjapur  Road,2 BHK,Kelia R,1280.0,2.0,1.0,76.0,2.0
3801,Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSdhiSa,1560.0,3.0,3.0,66.0,3.0
3802,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1145.0,2.0,2.0,49.5,2.0
3803,Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,Sodgere,2106.0,3.0,2.0,126.0,3.0
3806,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1718.0,3.0,2.0,288.0,2.0
3807,Super built-up  Area,20-Jun,Whitefield,3 BHK,Somns T,1306.0,3.0,2.0,54.65,3.0
3808,Super built-up  Area,19-Jun,Hebbal,2 BHK,Raard B,1320.0,2.0,1.0,92.0,2.0
3811,Built-up  Area,Ready To Move,Kalyan nagar,4 BHK,AHavenc,3800.0,5.0,3.0,300.0,4.0
3812,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,DSnjh S,1344.0,2.0,1.0,42.0,3.0
3816,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1190.0,2.0,1.0,75.0,2.0
3817,Built-up  Area,Ready To Move,Whitefield,2 BHK,Pranthi,1000.0,2.0,1.0,35.0,2.0
3820,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2113.0,3.0,2.0,155.0,3.0
3823,Super built-up  Area,Ready To Move,Harlur,4 BHK,Zonce E,1884.0,4.0,2.0,120.0,4.0
3824,Super built-up  Area,Ready To Move,Electronic City,2 BHK,YCnce R,1110.0,2.0,1.0,40.0,2.0
3825,Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1027.0,2.0,2.0,43.0,2.0
3830,Super built-up  Area,18-Aug,Kudlu Gate,1 BHK,Sanzaat,703.0,1.0,1.0,52.0,1.0
3832,Super built-up  Area,Ready To Move,Bellandur,2 BHK,SRageri,1195.0,2.0,2.0,51.0,2.0
3834,Super built-up  Area,19-Aug,Begur Road,3 BHK,Pruthg ,1583.0,3.0,1.0,74.4,3.0
3837,Super built-up  Area,18-Aug,Kammasandra,3 BHK,DSOakil,1385.0,2.0,2.0,34.63,3.0
3839,Built-up  Area,18-Jan,Electronic City,3 BHK,Prarkun,1600.0,3.0,2.0,104.0,3.0
3840,Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,FlsicFl,1150.0,2.0,1.0,90.0,2.0
3844,Super built-up  Area,20-May,Kanakpura Road,2 BHK,Soena A,1299.0,2.0,2.0,85.0,2.0
3846,Super built-up  Area,18-Apr,Devanahalli,3 BHK,Sabixtt,1282.0,2.0,2.0,52.43,3.0
3849,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1600.0,3.0,2.0,95.0,3.0
3856,Super built-up  Area,Ready To Move,Gunjur,2 BHK,Puide P,1195.0,2.0,2.0,44.0,2.0
3859,Super built-up  Area,20-Jun,Whitefield,3 BHK,Somns T,1386.0,3.0,1.0,57.46,3.0
3860,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197.0,2.0,1.0,79.0,2.0
3861,Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2690.0,4.0,3.0,191.0,4.0
3863,Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1295.0,2.0,1.0,50.28,3.0
3865,Super built-up  Area,21-Dec,Whitefield,2 BHK,Preaunt,1132.0,2.0,1.0,79.28,2.0
3868,Super built-up  Area,19-Dec,Hebbal,3 BHK,Raard B,1645.0,3.0,2.0,135.0,3.0
3871,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Prionad,1937.0,3.0,2.0,140.0,3.0
3872,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Vayali ,1015.0,2.0,2.0,33.5,2.0
